reading_date,meter_id,customer_id,country,facility,consumption_kwh,unit,data_status
2026-07-01,M050,C010,NL,Facility-10,1560.67,kWh,OK
2026-07-01,M051,C011,US,Facility-11,1019.6,kWh,OK
2026-07-01,M052,C012,SE,Facility-12,2598.76,kWh,OK
2026-07-01,M053,C013,MX,Facility-13,1668.93,kWh,OK
2026-07-01,M054,C014,NL,Facility-14,1746.6,kWh,OK
2026-07-01,M055,C015,UK,Facility-15,1087.19,kWh,OK
2026-07-01,M056,C016,US,Facility-16,1017.23,kWh,OK
2026-07-01,M057,C017,DE,Facility-17,1918.32,kWh,OK
2026-07-01,M058,C018,CA,Facility-18,896.83,kWh,OK
2026-07-01,M059,C019,US,Facility-19,1907.35,kWh,OK
2026-07-01,M060,C020,SG,Facility-20,958.13,kWh,OK
2026-07-02,M001,C001,US,Facility-01,1082.51,kWh,OK
2026-07-02,M002,C002,US,Facility-02,1329.32,kWh,OK
2026-07-02,M003,C003,DE,Facility-03,1767.54,kWh,OK
2026-07-02,M004,C004,UK,Facility-04,1116.96,kWh,OK
2026-07-02,M005,C005,US,Facility-05,1693.51,kWh,OK
2026-07-02,M006,C006,CA,Facility-06,1829.77,kWh,OK
2026-07-02,M007,C007,AU,Facility-07,1919.95,kWh,OK
2026-07-02,M008,C008,SG,Facility-08,1131.66,kWh,OK
2026-07-02,M009,C009,IN,Facility-09,869.97,kWh,OK
2026-07-02,M010,C010,NL,Facility-10,1638.06,kWh,OK
2026-07-02,M011,C011,US,Facility-11,1053.51,kWh,OK
2026-07-02,M012,C012,SE,Facility-12,3218.73,kWh,OK
2026-07-02,M013,C013,MX,Facility-13,1723.59,kWh,OK
2026-07-02,M014,C014,NL,Facility-14,2200.34,kWh,OK
2026-07-02,M015,C015,UK,Facility-15,1047.29,kWh,OK
2026-07-02,M016,C016,US,Facility-16,1091.6,kWh,OK
2026-07-02,M017,C017,DE,Facility-17,2370.21,kWh,OK
2026-07-02,M018,C018,CA,Facility-18,925.28,kWh,OK
2026-07-02,M019,C019,US,Facility-19,1869.72,kWh,OK
2026-07-02,M020,C020,SG,Facility-20,1001.14,kWh,OK
2026-07-02,M021,C001,US,Facility-01,1058.58,kWh,OK
2026-07-02,M022,C002,US,Facility-02,1259.69,kWh,OK
2026-07-02,M023,C003,DE,Facility-03,1839.11,kWh,OK
2026-07-02,M024,C004,UK,Facility-04,1085.95,kWh,OK
2026-07-02,M025,C005,US,Facility-05,1510.72,kWh,OK
2026-07-02,M026,C006,CA,Facility-06,1607.93,kWh,OK
2026-07-02,M027,C007,AU,Facility-07,1964.18,kWh,OK
2026-07-02,M028,C008,SG,Facility-08,1003.56,kWh,OK
2026-07-02,M029,C009,IN,Facility-09,988.39,kWh,OK
2026-07-02,M030,C010,NL,Facility-10,6803.9,kWh,ANOMALY
2026-07-02,M031,C011,US,Facility-11,1023.01,kWh,OK
2026-07-02,M032,C012,SE,Facility-12,2594.62,kWh,OK
2026-07-02,M033,C013,MX,Facility-13,1536.21,kWh,OK
2026-07-02,M034,C014,NL,Facility-14,1813.63,kWh,OK
2026-07-02,M035,C015,UK,Facility-15,981.54,kWh,OK
2026-07-02,M036,C016,US,Facility-16,976.32,kWh,OK
2026-07-02,M037,C017,DE,Facility-17,1848.09,kWh,OK
2026-07-02,M038,C018,CA,Facility-18,847.84,kWh,OK
2026-07-02,M039,C019,US,Facility-19,5156.93,kWh,ANOMALY
2026-07-02,M040,C020,SG,Facility-20,1078.98,kWh,OK
2026-07-02,M041,C001,US,Facility-01,1058.27,kWh,OK
2026-07-02,M042,C002,US,Facility-02,1296.2,kWh,OK
2026-07-02,M043,C003,DE,Facility-03,2065.29,kWh,OK
2026-07-02,M044,C004,UK,Facility-04,1066.39,kWh,OK
2026-07-02,M045,C005,US,Facility-05,1678.13,kWh,OK
2026-07-02,M046,C006,CA,Facility-06,1645.73,kWh,OK
2026-07-02,M047,C007,AU,Facility-07,1983.72,kWh,OK
2026-07-02,M048,C008,SG,Facility-08,911.41,kWh,OK
2026-07-02,M049,C009,IN,Facility-09,1043.34,kWh,OK
2026-07-02,M050,C010,NL,Facility-10,1825.99,kWh,OK
2026-07-02,M051,C011,US,Facility-11,882.68,kWh,OK
2026-07-02,M052,C012,SE,Facility-12,2673.95,kWh,OK
2026-07-02,M053,C013,MX,Facility-13,1550.0,kWh,OK
2026-07-02,M054,C014,NL,Facility-14,1722.68,kWh,OK
2026-07-02,M055,C015,UK,Facility-15,1076.78,kWh,OK
2026-07-02,M056,C016,US,Facility-16,1130.53,kWh,OK
2026-07-02,M057,C017,DE,Facility-17,2138.63,kWh,OK
2026-07-02,M058,C018,CA,Facility-18,1012.55,kWh,OK
2026-07-02,M059,C019,US,Facility-19,1947.39,kWh,OK
2026-07-02,M060,C020,SG,Facility-20,1034.86,kWh,OK
2026-07-03,M001,C001,US,Facility-01,1039.31,kWh,OK
2026-07-03,M002,C002,US,Facility-02,,kWh,MISSING
2026-07-03,M003,C003,DE,Facility-03,2096.85,kWh,OK
2026-07-03,M004,C004,UK,Facility-04,1210.88,kWh,OK
2026-07-03,M005,C005,US,Facility-05,1358.07,kWh,OK
2026-07-03,M006,C006,CA,Facility-06,1719.83,kWh,OK
2026-07-03,M007,C007,AU,Facility-07,1676.26,kWh,OK
2026-07-03,M008,C008,SG,Facility-08,1012.35,kWh,OK
2026-07-03,M009,C009,IN,Facility-09,919.95,kWh,OK
2026-07-03,M010,C010,NL,Facility-10,1866.06,kWh,OK
2026-07-03,M011,C011,US,Facility-11,2898.46,kWh,ANOMALY
2026-07-03,M012,C012,SE,Facility-12,2939.01,kWh,OK
2026-07-03,M013,C013,MX,Facility-13,1607.54,kWh,OK
2026-07-03,M014,C014,NL,Facility-14,2166.21,kWh,OK
2026-07-03,M015,C015,UK,Facility-15,879.23,kWh,OK
2026-07-03,M016,C016,US,Facility-16,1044.52,kWh,OK
2026-07-03,M017,C017,DE,Facility-17,2213.13,kWh,OK
2026-07-03,M018,C018,CA,Facility-18,792.61,kWh,OK
2026-07-03,M019,C019,US,Facility-19,2259.11,kWh,OK
2026-07-03,M020,C020,SG,Facility-20,1010.01,kWh,OK
2026-07-03,M021,C001,US,Facility-01,1034.76,kWh,OK
2026-07-03,M022,C002,US,Facility-02,1189.95,kWh,OK
2026-07-03,M023,C003,DE,Facility-03,1698.42,kWh,OK
2026-07-03,M024,C004,UK,Facility-04,1274.27,kWh,OK
2026-07-03,M025,C005,US,Facility-05,1428.52,kWh,OK
2026-07-03,M026,C006,CA,Facility-06,1946.52,kWh,OK
2026-07-03,M027,C007,AU,Facility-07,1810.52,kWh,OK
2026-07-03,M028,C008,SG,Facility-08,1068.56,kWh,OK
2026-07-03,M029,C009,IN,Facility-09,1019.1,kWh,OK
2026-07-03,M030,C010,NL,Facility-10,1796.79,kWh,OK
2026-07-03,M031,C011,US,Facility-11,917.84,kWh,OK
2026-07-03,M032,C012,SE,Facility-12,2895.5,kWh,OK
2026-07-03,M033,C013,MX,Facility-13,1454.35,kWh,OK
2026-07-03,M034,C014,NL,Facility-14,1872.31,kWh,OK
2026-07-03,M035,C015,UK,Facility-15,916.34,kWh,OK
2026-07-03,M036,C016,US,Facility-16,968.44,kWh,OK
2026-07-03,M037,C017,DE,Facility-17,2072.94,kWh,OK
2026-07-03,M038,C018,CA,Facility-18,997.31,kWh,OK
2026-07-03,M039,C019,US,Facility-19,2262.84,kWh,OK
2026-07-03,M040,C020,SG,Facility-20,853.04,kWh,OK
2026-07-03,M041,C001,US,Facility-01,1130.55,kWh,OK
2026-07-03,M042,C002,US,Facility-02,1450.38,kWh,OK
2026-07-03,M043,C003,DE,Facility-03,1753.86,kWh,OK
2026-07-03,M044,C004,UK,Facility-04,1001.68,kWh,OK
2026-07-03,M045,C005,US,Facility-05,1489.5,kWh,OK
2026-07-03,M046,C006,CA,Facility-06,1633.21,kWh,OK
2026-07-03,M047,C007,AU,Facility-07,1718.89,kWh,OK
2026-07-03,M048,C008,SG,Facility-08,1076.6,kWh,OK
2026-07-03,M049,C009,IN,Facility-09,830.45,kWh,OK
2026-07-03,M050,C010,NL,Facility-10,1615.38,kWh,OK
2026-07-03,M051,C011,US,Facility-11,1045.41,kWh,OK
2026-07-03,M052,C012,SE,Facility-12,2569.77,kWh,OK
2026-07-03,M053,C013,MX,Facility-13,1841.84,kWh,OK
2026-07-03,M054,C014,NL,Facility-14,2105.59,kWh,OK
2026-07-03,M055,C015,UK,Facility-15,1098.39,kWh,OK
2026-07-03,M056,C016,US,Facility-16,993.19,kWh,OK
2026-07-03,M057,C017,DE,Facility-17,2153.77,kWh,OK
2026-07-03,M058,C018,CA,Facility-18,965.24,kWh,OK
2026-07-03,M059,C019,US,Facility-19,2204.79,kWh,OK
2026-07-03,M060,C020,SG,Facility-20,1094.28,kWh,OK
2026-07-04,M001,C001,US,Facility-01,840.01,kWh,OK
2026-07-04,M002,C002,US,Facility-02,1130.6,kWh,OK
2026-07-04,M003,C003,DE,Facility-03,1688.83,kWh,OK
2026-07-04,M004,C004,UK,Facility-04,1039.12,kWh,OK
2026-07-04,M005,C005,US,Facility-05,1173.98,kWh,OK
2026-07-04,M006,C006,CA,Facility-06,1478.23,kWh,OK
2026-07-04,M007,C007,AU,Facility-07,1507.61,kWh,OK
2026-07-04,M008,C008,SG,Facility-08,958.0,kWh,OK
2026-07-04,M009,C009,IN,Facility-09,827.97,kWh,OK
2026-07-04,M010,C010,NL,Facility-10,1416.34,kWh,OK
2026-07-04,M011,C011,US,Facility-11,786.78,kWh,OK
2026-07-04,M012,C012,SE,Facility-12,2442.67,kWh,OK
2026-07-04,M013,C013,MX,Facility-13,1307.21,kWh,OK
2026-07-04,M014,C014,NL,Facility-14,1494.59,kWh,OK
2026-07-04,M015,C015,UK,Facility-15,830.98,kWh,OK
2026-07-04,M016,C016,US,Facility-16,816.47,kWh,OK
2026-07-04,M017,C017,DE,Facility-17,1671.21,kWh,OK
2026-07-04,M018,C018,CA,Facility-18,844.7,kWh,OK
2026-07-04,M019,C019,US,Facility-19,1542.85,kWh,OK
2026-07-04,M020,C020,SG,Facility-20,879.73,kWh,OK
2026-07-04,M021,C001,US,Facility-01,926.05,kWh,OK
2026-07-04,M022,C002,US,Facility-02,1249.09,kWh,OK
2026-07-04,M023,C003,DE,Facility-03,1689.32,kWh,OK
2026-07-04,M024,C004,UK,Facility-04,964.33,kWh,OK
2026-07-04,M025,C005,US,Facility-05,1383.24,kWh,OK
2026-07-04,M026,C006,CA,Facility-06,1448.01,kWh,OK
2026-07-04,M027,C007,AU,Facility-07,1386.18,kWh,OK
2026-07-04,M028,C008,SG,Facility-08,944.3,kWh,OK
2026-07-04,M029,C009,IN,Facility-09,796.79,kWh,OK
2026-07-04,M030,C010,NL,Facility-10,1449.39,kWh,OK
2026-07-04,M031,C011,US,Facility-11,770.43,kWh,OK
2026-07-04,M032,C012,SE,Facility-12,2146.28,kWh,OK
2026-07-04,M033,C013,MX,Facility-13,1559.81,kWh,OK
2026-07-04,M034,C014,NL,Facility-14,1511.65,kWh,OK
2026-07-04,M035,C015,UK,Facility-15,919.06,kWh,OK
2026-07-04,M036,C016,US,Facility-16,914.96,kWh,OK
2026-07-04,M037,C017,DE,Facility-17,2009.91,kWh,OK
2026-07-04,M038,C018,CA,Facility-18,749.71,kWh,OK
2026-07-04,M039,C019,US,Facility-19,1562.6,kWh,OK
2026-07-04,M040,C020,SG,Facility-20,790.52,kWh,OK
2026-07-04,M041,C001,US,Facility-01,942.83,kWh,OK
2026-07-04,M042,C002,US,Facility-02,1079.48,kWh,OK
2026-07-04,M043,C003,DE,Facility-03,1586.1,kWh,OK
2026-07-04,M044,C004,UK,Facility-04,922.37,kWh,OK
2026-07-04,M045,C005,US,Facility-05,1381.28,kWh,OK
2026-07-04,M046,C006,CA,Facility-06,1424.29,kWh,OK
2026-07-04,M047,C007,AU,Facility-07,,kWh,MISSING
2026-07-04,M048,C008,SG,Facility-08,873.33,kWh,OK
2026-07-04,M049,C009,IN,Facility-09,744.74,kWh,OK
2026-07-04,M050,C010,NL,Facility-10,1423.22,kWh,OK
2026-07-04,M051,C011,US,Facility-11,898.24,kWh,OK
2026-07-04,M052,C012,SE,Facility-12,2726.94,kWh,OK
2026-07-04,M053,C013,MX,Facility-13,1442.91,kWh,OK
2026-07-04,M054,C014,NL,Facility-14,1488.03,kWh,OK
2026-07-04,M055,C015,UK,Facility-15,892.35,kWh,OK
2026-07-04,M056,C016,US,Facility-16,839.35,kWh,OK
2026-07-04,M057,C017,DE,Facility-17,2010.66,kWh,OK
2026-07-04,M058,C018,CA,Facility-18,686.28,kWh,OK
2026-07-04,M059,C019,US,Facility-19,1684.73,kWh,OK
2026-07-04,M060,C020,SG,Facility-20,931.56,kWh,OK
2026-07-05,M001,C001,US,Facility-01,985.18,kWh,OK
2026-07-05,M002,C002,US,Facility-02,1092.58,kWh,OK
2026-07-05,M003,C003,DE,Facility-03,1597.61,kWh,OK
2026-07-05,M004,C004,UK,Facility-04,891.4,kWh,OK
2026-07-05,M005,C005,US,Facility-05,1298.11,kWh,OK
2026-07-05,M006,C006,CA,Facility-06,1472.73,kWh,OK
2026-07-05,M007,C007,AU,Facility-07,1439.35,kWh,OK
2026-07-05,M008,C008,SG,Facility-08,985.98,kWh,OK
2026-07-05,M009,C009,IN,Facility-09,790.74,kWh,OK
2026-07-05,M010,C010,NL,Facility-10,1614.59,kWh,OK
2026-07-05,M011,C011,US,Facility-11,941.36,kWh,OK
2026-07-05,M012,C012,SE,Facility-12,2398.3,kWh,OK
2026-07-05,M013,C013,MX,Facility-13,1481.85,kWh,OK
2026-07-05,M014,C014,NL,Facility-14,1544.92,kWh,OK
2026-07-05,M015,C015,UK,Facility-15,825.24,kWh,OK
2026-07-05,M016,C016,US,Facility-16,1042.38,kWh,OK
2026-07-05,M017,C017,DE,Facility-17,1646.24,kWh,OK
2026-07-05,M018,C018,CA,Facility-18,688.81,kWh,OK
2026-07-05,M019,C019,US,Facility-19,1747.96,kWh,OK
2026-07-05,M020,C020,SG,Facility-20,832.22,kWh,OK
2026-07-05,M021,C001,US,Facility-01,831.25,kWh,OK
2026-07-05,M022,C002,US,Facility-02,1084.88,kWh,OK
2026-07-05,M023,C003,DE,Facility-03,1784.67,kWh,OK
2026-07-05,M024,C004,UK,Facility-04,1062.01,kWh,OK
2026-07-05,M025,C005,US,Facility-05,1272.4,kWh,OK
2026-07-05,M026,C006,CA,Facility-06,1665.73,kWh,OK
2026-07-05,M027,C007,AU,Facility-07,1538.99,kWh,OK
2026-07-05,M028,C008,SG,Facility-08,804.58,kWh,OK
2026-07-05,M029,C009,IN,Facility-09,810.73,kWh,OK
2026-07-05,M030,C010,NL,Facility-10,1374.18,kWh,OK
2026-07-05,M031,C011,US,Facility-11,851.74,kWh,OK
2026-07-05,M032,C012,SE,Facility-12,2164.91,kWh,OK
2026-07-05,M033,C013,MX,Facility-13,1501.52,kWh,OK
2026-07-05,M034,C014,NL,Facility-14,1810.66,kWh,OK
2026-07-05,M035,C015,UK,Facility-15,738.66,kWh,OK
2026-07-05,M036,C016,US,Facility-16,1017.63,kWh,OK
2026-07-05,M037,C017,DE,Facility-17,1817.03,kWh,OK
2026-07-05,M038,C018,CA,Facility-18,751.55,kWh,OK
2026-07-05,M039,C019,US,Facility-19,1751.61,kWh,OK
2026-07-05,M040,C020,SG,Facility-20,873.86,kWh,OK
2026-07-05,M041,C001,US,Facility-01,962.81,kWh,OK
2026-07-05,M042,C002,US,Facility-02,1106.68,kWh,OK
2026-07-05,M043,C003,DE,Facility-03,1764.16,kWh,OK
2026-07-05,M044,C004,UK,Facility-04,1003.8,kWh,OK
2026-07-05,M045,C005,US,Facility-05,1383.52,kWh,OK
2026-07-05,M046,C006,CA,Facility-06,1591.73,kWh,OK
2026-07-05,M047,C007,AU,Facility-07,1580.48,kWh,OK
2026-07-05,M048,C008,SG,Facility-08,952.04,kWh,OK
2026-07-05,M049,C009,IN,Facility-09,727.05,kWh,OK
2026-07-05,M050,C010,NL,Facility-10,1548.71,kWh,OK
2026-07-05,M051,C011,US,Facility-11,916.11,kWh,OK
2026-07-05,M052,C012,SE,Facility-12,2713.78,kWh,OK
2026-07-05,M053,C013,MX,Facility-13,,kWh,MISSING
2026-07-05,M054,C014,NL,Facility-14,1803.72,kWh,OK
2026-07-05,M055,C015,UK,Facility-15,764.77,kWh,OK
2026-07-05,M056,C016,US,Facility-16,950.15,kWh,OK
2026-07-05,M057,C017,DE,Facility-17,1688.86,kWh,OK
2026-07-05,M058,C018,CA,Facility-18,746.54,kWh,OK
2026-07-05,M059,C019,US,Facility-19,1798.17,kWh,OK
2026-07-05,M060,C020,SG,Facility-20,788.68,kWh,OK
2026-07-06,M001,C001,US,Facility-01,976.1,kWh,OK
2026-07-06,M002,C002,US,Facility-02,1449.38,kWh,OK
2026-07-06,M003,C003,DE,Facility-03,1888.22,kWh,OK
2026-07-06,M004,C004,UK,Facility-04,1227.58,kWh,OK
2026-07-06,M005,C005,US,Facility-05,1580.83,kWh,OK
2026-07-06,M006,C006,CA,Facility-06,1909.1,kWh,OK
2026-07-06,M007,C007,AU,Facility-07,1825.44,kWh,OK
2026-07-06,M008,C008,SG,Facility-08,987.37,kWh,OK
2026-07-06,M009,C009,IN,Facility-09,995.36,kWh,OK
2026-07-06,M010,C010,NL,Facility-10,1798.45,kWh,OK
2026-07-06,M011,C011,US,Facility-11,991.68,kWh,OK
2026-07-06,M012,C012,SE,Facility-12,3186.23,kWh,OK
2026-07-06,M013,C013,MX,Facility-13,1768.23,kWh,OK
2026-07-06,M014,C014,NL,Facility-14,2088.06,kWh,OK
2026-07-06,M015,C015,UK,Facility-15,1101.75,kWh,OK
2026-07-06,M016,C016,US,Facility-16,1191.93,kWh,OK
2026-07-06,M017,C017,DE,Facility-17,2373.75,kWh,OK
2026-07-06,M018,C018,CA,Facility-18,3267.44,kWh,ANOMALY
2026-07-06,M019,C019,US,Facility-19,2164.73,kWh,OK
2026-07-06,M020,C020,SG,Facility-20,1058.48,kWh,OK
2026-07-06,M021,C001,US,Facility-01,965.25,kWh,OK
2026-07-06,M022,C002,US,Facility-02,1385.05,kWh,OK
2026-07-06,M023,C003,DE,Facility-03,1677.32,kWh,OK
2026-07-06,M024,C004,UK,Facility-04,1081.84,kWh,OK
2026-07-06,M025,C005,US,Facility-05,1702.55,kWh,OK
2026-07-06,M026,C006,CA,Facility-06,1619.06,kWh,OK
2026-07-06,M027,C007,AU,Facility-07,1746.01,kWh,OK
2026-07-06,M028,C008,SG,Facility-08,1157.66,kWh,OK
2026-07-06,M029,C009,IN,Facility-09,855.65,kWh,OK
2026-07-06,M030,C010,NL,Facility-10,1686.1,kWh,OK
2026-07-06,M031,C011,US,Facility-11,863.63,kWh,OK
2026-07-06,M032,C012,SE,Facility-12,3213.71,kWh,OK
2026-07-06,M033,C013,MX,Facility-13,1709.84,kWh,OK
2026-07-06,M034,C014,NL,Facility-14,1892.01,kWh,OK
2026-07-06,M035,C015,UK,Facility-15,888.69,kWh,OK
2026-07-06,M036,C016,US,Facility-16,1136.51,kWh,OK
2026-07-06,M037,C017,DE,Facility-17,1857.8,kWh,OK
2026-07-06,M038,C018,CA,Facility-18,816.21,kWh,OK
2026-07-06,M039,C019,US,Facility-19,2213.99,kWh,OK
2026-07-06,M040,C020,SG,Facility-20,1070.37,kWh,OK
2026-07-06,M041,C001,US,Facility-01,4509.7,kWh,ANOMALY
2026-07-06,M042,C002,US,Facility-02,1233.63,kWh,OK
2026-07-06,M043,C003,DE,Facility-03,1968.16,kWh,OK
2026-07-06,M044,C004,UK,Facility-04,1224.98,kWh,OK
2026-07-06,M045,C005,US,Facility-05,1399.06,kWh,OK
2026-07-06,M046,C006,CA,Facility-06,1818.49,kWh,OK
2026-07-06,M047,C007,AU,Facility-07,1893.56,kWh,OK
2026-07-06,M048,C008,SG,Facility-08,1039.47,kWh,OK
2026-07-06,M049,C009,IN,Facility-09,1007.65,kWh,OK
2026-07-06,M050,C010,NL,Facility-10,1672.48,kWh,OK
2026-07-06,M051,C011,US,Facility-11,976.41,kWh,OK
2026-07-06,M052,C012,SE,Facility-12,2872.5,kWh,OK
2026-07-06,M053,C013,MX,Facility-13,1455.74,kWh,OK
2026-07-06,M054,C014,NL,Facility-14,1849.72,kWh,OK
2026-07-06,M055,C015,UK,Facility-15,940.15,kWh,OK
2026-07-06,M056,C016,US,Facility-16,1077.8,kWh,OK
2026-07-06,M057,C017,DE,Facility-17,2228.94,kWh,OK
2026-07-06,M058,C018,CA,Facility-18,965.72,kWh,OK
2026-07-06,M059,C019,US,Facility-19,2046.67,kWh,OK
2026-07-06,M060,C020,SG,Facility-20,965.66,kWh,OK
2026-07-07,M001,C001,US,Facility-01,1016.72,kWh,OK
2026-07-07,M002,C002,US,Facility-02,1241.58,kWh,OK
2026-07-07,M003,C003,DE,Facility-03,2051.21,kWh,OK
2026-07-07,M004,C004,UK,Facility-04,1209.96,kWh,OK
2026-07-07,M005,C005,US,Facility-05,1561.11,kWh,OK
2026-07-07,M006,C006,CA,Facility-06,1630.7,kWh,OK
2026-07-07,M007,C007,AU,Facility-07,1880.95,kWh,OK
2026-07-07,M008,C008,SG,Facility-08,1163.65,kWh,OK
2026-07-07,M009,C009,IN,Facility-09,958.02,kWh,OK
2026-07-07,M010,C010,NL,Facility-10,1570.72,kWh,OK
2026-07-07,M011,C011,US,Facility-11,948.25,kWh,OK
2026-07-07,M012,C012,SE,Facility-12,3107.46,kWh,OK
2026-07-07,M013,C013,MX,Facility-13,1765.6,kWh,OK
2026-07-07,M014,C014,NL,Facility-14,1723.99,kWh,OK
2026-07-07,M015,C015,UK,Facility-15,925.51,kWh,OK
2026-07-07,M016,C016,US,Facility-16,,kWh,MISSING
2026-07-07,M017,C017,DE,Facility-17,2320.62,kWh,OK
2026-07-07,M018,C018,CA,Facility-18,819.92,kWh,OK
2026-07-07,M019,C019,US,Facility-19,2203.83,kWh,OK
2026-07-07,M020,C020,SG,Facility-20,937.33,kWh,OK
2026-07-07,M021,C001,US,Facility-01,1110.11,kWh,OK
2026-07-07,M022,C002,US,Facility-02,1206.47,kWh,OK
2026-07-07,M023,C003,DE,Facility-03,1974.44,kWh,OK
2026-07-07,M024,C004,UK,Facility-04,1135.68,kWh,OK
2026-07-07,M025,C005,US,Facility-05,1627.34,kWh,OK
2026-07-07,M026,C006,CA,Facility-06,1705.57,kWh,OK
2026-07-07,M027,C007,AU,Facility-07,1843.12,kWh,OK
2026-07-07,M028,C008,SG,Facility-08,3133.8,kWh,ANOMALY
2026-07-07,M029,C009,IN,Facility-09,851.47,kWh,OK
2026-07-07,M030,C010,NL,Facility-10,1476.48,kWh,OK
2026-07-07,M031,C011,US,Facility-11,951.45,kWh,OK
2026-07-07,M032,C012,SE,Facility-12,3126.83,kWh,OK
2026-07-07,M033,C013,MX,Facility-13,1783.81,kWh,OK
2026-07-07,M034,C014,NL,Facility-14,2176.31,kWh,OK
2026-07-07,M035,C015,UK,Facility-15,1003.05,kWh,OK
2026-07-07,M036,C016,US,Facility-16,982.74,kWh,OK
2026-07-07,M037,C017,DE,Facility-17,2283.24,kWh,OK
2026-07-07,M038,C018,CA,Facility-18,1000.78,kWh,OK
2026-07-07,M039,C019,US,Facility-19,1935.57,kWh,OK
2026-07-07,M040,C020,SG,Facility-20,951.13,kWh,OK
2026-07-07,M041,C001,US,Facility-01,991.73,kWh,OK
2026-07-07,M042,C002,US,Facility-02,1228.02,kWh,OK
2026-07-07,M043,C003,DE,Facility-03,1816.53,kWh,OK
2026-07-07,M044,C004,UK,Facility-04,1232.33,kWh,OK
2026-07-07,M045,C005,US,Facility-05,1408.11,kWh,OK
2026-07-07,M046,C006,CA,Facility-06,1878.68,kWh,OK
2026-07-07,M047,C007,AU,Facility-07,1764.42,kWh,OK
2026-07-07,M048,C008,SG,Facility-08,1024.78,kWh,OK
2026-07-07,M049,C009,IN,Facility-09,971.89,kWh,OK
2026-07-07,M050,C010,NL,Facility-10,1746.11,kWh,OK
2026-07-07,M051,C011,US,Facility-11,967.11,kWh,OK
2026-07-07,M052,C012,SE,Facility-12,2550.7,kWh,OK
2026-07-07,M053,C013,MX,Facility-13,1611.64,kWh,OK
2026-07-07,M054,C014,NL,Facility-14,1749.5,kWh,OK
2026-07-07,M055,C015,UK,Facility-15,1013.59,kWh,OK
